url_id,index,lecture_name,professor_name,rate,semester,like,text
2022630,0,창의SW융합노마드,김성한,100.0,19,0,걍 3학점짜리 패논패 꿀수업이라고 생각하면 좋아요
2022630,1,창의SW융합노마드,김성한,60.0,19,0,부담없는 강의인만큼 얻어가는게 적은 강의. 하지만 3학점 패논패는 좋은듯
2022630,2,창의SW융합노마드,김성한,20.0,19,0,도망가세요못 가신다고요? 저런....패논패라 힘 덜 주고 해도 되는데가끔가다 같은 조에 탈주하는 사람 걸리면 좀 곤란할 때 있음
