question_name,url_id
"130학점 넘게 이수하면 어케됨?
전공 69학점 교양 61학점 들어야하는데 교양 65학점 듣게 생김",/167689200
"졸업하기위한 토익인증 점수를 아직 제출 못했는데 졸업예정증명서가 반드시 필요한 상황이라서

3월 되자마자 받고싶은데

토익 이외의 모든 졸업요건은 마친 상태입니다 학점이나 고전독서 같은 경우요

근데 토익점수 제출을 아직 못했는데 졸업예정 증명서 출력 가능한가요?",/167426266
"토익점수나 봉사점수는 이해하는데
고전강독 세계사같이 다른학교도 이런거있나..",/167179204
졸업요건 토익말고 IBT랑 Teps랑 opic 다 점수 넘겨야 졸업 가능한 거야? 아님 이중에 하나만 해도 졸업되는거야?,/166939125
"막학기는 예전에 미리 피똥싼 자의 여유
지난날의 나 잘했어 !!
꼭 들어야할 과목들 종이들 모두 잘 성공하길 ♥️",/166730640
"* 도메인 변경됨 *

https://please-graduate.com


소융대+전정대 졸업요건 검사
안녕하세요 졸업요건 검사사이트 Please Graduate입니다!

이번에 전자정보통신공학과 기준도 추가되어 검사 가능하게 되었습니다. (15~21학번)

현재 검사 가능학과 :
데이터사이언스 17~21
디콘, 소프트웨어 15~21
정보보호 15~21
지능기전 17~21
컴퓨터공학 15~17

사용하실때 안내사항을 잘 읽어보시고 사용해주세요.

(내일부터 수강신청 기간이라 수강신청 기간동안은 사용하실 수 없으므로 오늘까지만 사용하실 수 있습니다.)

자세한 이용사항은 사진으로 첨부하겠습니다!",/166659068
"* 도메인 변경됨 *

https://please-graduate.com


소프트웨어/데이터사이언스/컴퓨터공학/지능기전/정보보호 학과만 사용가능

안녕하세요 소융대 재학생 5명으로 이루어진 개발팀입니다!

지금까지 수강편람을 보면서 내 성적과 일일히 비교하며 졸업요건을 맞추는게 힘드셨죠?

그리고 난해한 수강편람 가독성때문에 교선 영역같이 사소한 부분을 놓치는 상황도 많구요

그래서 이번에 이러한 재학생들의 불편함을 조금 해결하고 싶어 졸업요건 확인과 과목추천 서비스를 제공받을 수 있는 사이트를 개발하게 되었습니다

아직은 소융대 5개학과밖에 기준을 추가하지 않아 다른 재학생들은 이용하지 못하지만.... ㅠㅠ
추후에 세종대 모든 학우들이 이용할 수 있도록 업데이트하겠습니다 (공학인증 기준도요..)

아직은 첫 배포라서 검사결과가 정확하지 않을 수 있지만 도움이 됐으면 좋겠습니다!

사용하시고 불편하신 점이나 또 추가되었으면 하는 점들은 주저없이 피드백 해주시면 정말 감사하겠습니다.

아래는 사이트 화면입니다",/165901447
다른 조건은 다 채운거맞지?,/165715988
편입생들 졸업요건이 좀 다른걸로 알고있는데 알려주실뿐..,/165691239
"했는데

수강신청 못하면 어떻게 되는거야?

(졸업요건 다 만족하는데 일부러 영어성적 안내고
재수강 하나 할려고 초과학기 하는상황)",/165257987
편입학 할 때 받은 이수표에 적힌 대로면 2학기에 열리는 전필만 다 들으면 졸업요건은 채워지는데 그러면 이번 학기에 캡스톤 있는데 들어야 하는거야 안 들어도 되는 거야?? 과사에 물어보니까 학적과에 물어보라던데 전화 안 받으셔서ㅠㅠㅠ,/164528575
"이번학기때 학점과 관련해서는 졸업요건을 다 채울거같아요!

근데 영어인증? 아직이쪽이 준비가 안된상태에요..

이렇게 되면 다음학기 때 수강신청을 안해도 되는 상태가 돼버리는데, ""등록금은 당연히 안내도 되는 건가요??""

그래서 다음학기 휴학을 생각중인데 ""휴학처리해놓고 토익인증해도 문제없나요???""",/164524077
"편입생인데 편입생은 졸업요건이없어서
졸업유예가불가능해서
막학기에서 3학점 남기고
사실상 유예하는개념? 이긴한데 유예는아니구
추가학기다녀야하는상태인데

이런경우 2021년 2월졸업이나 대졸자 전형에 지원불가능한거지?? 서류접수해서 뽑히는경우도있어? 스펙좋으면 아니면 아예 불가능하고 다음학기노려야하는건가?",/164515016
어디서 찾아봐요? 16학번인데 홈페이지 교과과정 들어가보니까 업뎃이 안되어있는것같아서요..,/164280973
"4-1 복학하는데..
수업 두개를 꼭 들어야해요. 졸업요건 & 공학인증때문
근데 수업시간이 겹쳐요..
심지어 1학기밖에 안열려요..
그러면 5-1 해야하나요 ㅠㅠ",/164229254
바뀌기는 하는구나 학교도,/164228877
"내가 3학년 2학기까지 전공을 하구 4-1부터 연계전공을 신청했는데

이러면 졸업요건이 어떻게 되는 건지 물어보고싶어서 ㅠ

어디에 물어봐야하는 지 알아?",/163627911
"글쓴사람 상황 :
- 조기졸업 신청 안함
- 직전학기 기준 졸업요건 모두 충족(학점 수료, 전공, 교양, 어학, 독서 인증등 )

나는 생활도 너무 바빴어서 여유롭게 일부러 학점 더딸려고 조기졸업 신청은 진즉 해당자였을 때 못했는데 그럼 갑자기 졸업 시키지 않겠지..?
7학기 마쳤고 8학기만 남았어!
요즘 졸업 대상 글이 많이 올라와서 아닌거 아는데 설마하는 마음으로 잘 아는 종이분 있을까봐 올려봐유 ㅜㅜ",/163204650
졸업요건에 토익 700 이상이랑 학점 130점만 넘으면 된다고 나와있는데요.. 보니까 막 세계사랑 과학사 듣는 학생분들이 엄청 많더라고요 막 고전독서랑 이것들 다 수강을 해야 졸업할 수 있는건가요?? 찾아도 잘 안나와서요..,/161647310
"경영학과 졸업요건이 뭐있을까요? 전과 생각중인데.. 핑프죄송해요 어디서 봐야하는지 잘 몰라서..
논문써야하나요?",/161440821
"전필 15 전선 24가 기준인데
나는 전필 18 전선 21이면
전공 총합 39여도 졸업요건이 아닌거야..?",/161094209
"학과별로 나와잇는거 대체 어디있아?
학교홈페이지-학생-수강편람 애는 없던데",/160806227
"학과마다 자기학점채우기

세계사

고전독서

영어인증

또 뭐있나여 ??",/160568321
졸업요건 다 채우면 엇학기졸업 가능함?,/159825550
"초과학기고 이번 학기에 졸업요건 다 맞췄는데
어디 따로 신청해야되나요?",/159292195
"졸업요건 중 n1 따야하는거
9학기까지 다니면 면제 해주는거 맞나요?",/159135917
"졸업요건에 고전독서 인증 넣을거면
시험을 충분히 보게 해주던가

돈은 몇백씩 먹고 일을 왜 이런식으로 하는지

코로나여서 인원 줄이는 건 이해되는데
그럼 강의실 수를 늘리든가 시간을 늘리든가 해서
신청자리가 남게 해야되는거 아니야????????

짜증나",/158722692
뭐 당췌 몬말인지 하나도 모르겠네...,/158418959
졸업요건이나 필수과목은 1-2학년때 일괄로 수업 잡아줘서 채워줘야하는 거 아니냐? 이걸로 졸업도 못하고 계절학기네 추가학기네 하고 있는 내 모습이 비참하고 뭐 사요 뭐 팔아요 하는 꼬라지들도 꼴 보기 싫음,/154546728
"계절학기에 학교 졸업요건 그 몇권
필수독서인증하는거 쳐주는
과목들어두려고 했는데 헷갈리네",/154525844
졸업요건학점이 중필11 중필선12 기교6 전필24 전선48인데 여기까지 합이 101이야 근데 졸업학점이 130이면 나머지 29학점은 저 요건학점만 충족시키면 중필이든 교양이든 전선이든 아무거나 채우면되는거맞지?,/154208953
혹시 체육학과 졸업요건 중 자격증 따면 졸업시험 안봐도 되는건가요 ???,/151420762
"졸업심사는 졸업요건 충족하면 자동으로 졸업심사 대상이 되는건가요??
아니면 따로 신청해야 하는건가요?",/146225651
"솔직히 학교 졸업하는데 세사봉필요한지 이유를 모르겠거든??

근데 일단 졸업요건이라니까 하라면 해야지

솔직히 근데 군대 다녀온 남자는 세사봉 30시간정도는 빼줄만 하지않음?????

휴가나온 시간 다 빼도 최소 550일*24시간을 국가를 위해 봉사한건데 학교는 이정도도 못봐주나???

아 차라리 여자만 하던가 ㅠ 군필남자대우 너무 부족하다고 느낀다.

솔직히 군필남자는 세사봉 빼주자.
ㅇㅈ???",/144536079
"취업은 했는데 공결로 따기는 싫고 그냥 6학점 신청했는데
그냥 하나버리고 3학점만 들을까 싶은데

막학기 친구들 몇학점 들어?

졸업요건 2학점 남았어",/142396406
"토익 700, IBT 80, teps 556 등등

이거 다 해야 졸업가능인거에요? 아니면 이것들 중 하나만 해도 졸업가능한거에요?",/142089651
"과목 이수 점검 보니까
졸업요건을 홈페이지에서 확인하라길래 봣는데
수강편람에 나와있는거랑 홈페이지에 나와있는거랑 다르네...

교양필수 학점이 4점 차이나 ㅜㅜ",/140908385
졸업요건에 왜 이딴게 있는거지..,/139499414
"특히 설계 넉넉히 열지도 않으면서 졸업요건에 넣어놓는 거는 무슨 심보임?
찬밥 대우하는 것도 정도껏이지
문자로 공학인증 문자 보내봤자 뭐해 수업을 들을 수가 있어야지
깎아도 400만원 등록금으로 내면 그만큼 대우를 해주던가 교수가 모자라면 좀 뽑아 학교 돈 다 엄한데 쓰지말고",/139250421
"중선 학점 다 채웠는데 교선 1 수업 들으면 교양 학점으로 채워지는 건가요???

중필 중선 합쳐서 30학점이 졸업요건인데 만약에 제가 31학점 채웠으면 남은 1학점은 자교로 넘어가진 않겠죠...?",/138473007
"abeek 드가니까 공학인증에는 있는데 이거

뭐야? 들어야 되는거야?",/137565376
거기있는거 다해야되는거야? 토익이랑 토익 스피킹 기타등등 많던데,/137507712
입학년도기준 교양 다들었는데 현재 수강편람은 안맞춰짐,/137504415
졸업요건 채우려면 교선1이랑 2랑 상관없이 각각 다른 3개영역? 이상만 이수하면 되는거??,/137301905
"컴터 키보드가 갑자기 맛이가서 새로고침 실패....
당황해서 마우스로 새로고침 하자 재로그인 요구.....
키보드 먹통이라 암것도 안되자 인지부조화+현실부정.....
결국 재부팅하고 로그인하니 시간은 이미 10시 10분......
부랴부랴 관심과목 가보니 텅 비어잇고, 당황해서 에타에 만들어 놓은 시간표 참고해서 찾아보니 수강신청란에 안나옴........ 관련 수업도 없음 ㅋㅋㅋㅋㅋㅋㅋ

조만간 학적과 찾아가서 졸업요건 확인해봐야겟다",/137253908
"영상디자인 조교실은 전화해도 받지도 않으시고
졸업하기위해 열려야할 ai 연계 과목들도 이번학기에 안열리고 학교에 전화해봤을 때와 수강편람에 공지된 졸업 충족 요건이 달라 답답한 마음에 오픈 카톡방을 팝니다. 이제 곧 수강신청인데 다들 궁금한점이나 정보 공유해서 졸업요건 채웁시다!

https://open.kakao.com/o/gXO4aIpc",/135974913
"한현사 이번 학기에 수강해야 졸업요건 충족되죠?
세계사는 입대전에 수강했어요.",/135947497
"막학긴데 교양1 3학점 남아서 3학점만 신청할건데 논패뜨진않겟지?..

보험으로 좀 더 들어야되나",/135929336
우리학교처럼 이렇게 다양한가? 들어야하는게 너무많고 고전독서까지...,/135484797
"학사정보시스템에서 보니까 교선2가 나오는데
이거 졸업요건에 들어가는건가요???
교선1에 포함되거나 그런건가요??
이거 쓸데없이 학점 낭비하게 된건가요.....?",/135472966
"전선으로 인정되는거 맞죠?

예를 들자면 전필 15학점이 졸업요건이라면 전필을 21학점 들었을시 6학점은 전선으로 인정되는 식으로 맞나요?",/135218839
